period,date,site,diver,tag,frond,SUB_SFC,length_m,stipe_weight,blade_weight,section_weight,frond_length,frond_weight,C_NB,Notes,
2016-Aug,2016-08-11,Westbeach,OP,1915,1,NA,NA,NA,NA,NA,1.26,0.16,NA,,
2016-Aug,2016-08-11,Westbeach,OP,1915,2,NA,NA,NA,NA,NA,4.13,0.7,NA,,
2016-Aug,2016-08-11,Westbeach,OP,1837,1,NA,NA,NA,NA,NA,4.38,1.08,NA,Not entire plant made it from underwater to boat,
2016-Aug,2016-08-11,Westbeach,OP,1837,2,NA,NA,NA,NA,NA,8.26,2.02,NA,Not entire plant made it from underwater to boat,
2016-Aug,2016-08-11,Westbeach,OP,1837,3,NA,NA,NA,NA,NA,2,0.41,NA,Not entire plant made it from underwater to boat,
2016-Aug,2016-08-11,Westbeach,OP,2121,1,NA,NA,NA,NA,NA,8.44,0.63,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2121,2,NA,NA,NA,NA,NA,1.68,0.26,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2121,3,NA,NA,NA,NA,NA,8.42,1.39,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2121,4,NA,NA,NA,NA,NA,4.14,NA,NA,no weight recorded,
2016-Aug,2016-08-11,Westbeach,OP,2121,5,NA,NA,NA,NA,NA,10.8,1.036,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2121,6,NA,NA,NA,NA,NA,9.02,0.68,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2121,7,NA,NA,NA,NA,NA,5.86,1.01,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2121,8,NA,NA,NA,NA,NA,3.7,0.69,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2121,9,NA,NA,NA,NA,NA,1.42,0.26,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2121,10,NA,NA,NA,NA,NA,10.48,0.73,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2121,11,NA,NA,NA,NA,NA,1.13,0.2,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2121,12,NA,NA,NA,NA,NA,0.73,0.06,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2035,1,NA,NA,NA,NA,NA,5.23,1.14,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2035,2,NA,NA,NA,NA,NA,6.92,1.2,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2035,3,NA,NA,NA,NA,NA,2.53,0.56,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,1,NA,NA,NA,NA,NA,4.1,1.08,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,2,NA,NA,NA,NA,NA,3.55,0.89,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,3,NA,NA,NA,NA,NA,8.04,1.73,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,4,NA,NA,NA,NA,NA,5.21,1.44,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,5,NA,NA,NA,NA,NA,6.49,1.9,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,6,NA,NA,NA,NA,NA,5.98,1.85,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,7,NA,NA,NA,NA,NA,9.58,2.5,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,8,NA,NA,NA,NA,NA,8.18,2.01,C,,
2016-Aug,2016-08-11,Westbeach,OP,2005,9,NA,NA,NA,NA,NA,10.35,1.53,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,10,NA,NA,NA,NA,NA,4.31,1.21,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,11,NA,NA,NA,NA,NA,9.81,0.82,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,12,NA,NA,NA,NA,NA,10.53,1.68,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,13,NA,NA,NA,NA,NA,2.55,0.41,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,14,NA,NA,NA,NA,NA,1.01,0.21,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,15,NA,NA,NA,NA,NA,1.19,0.12,NA,weight is off,
2016-Aug,2016-08-11,Westbeach,OP,2005,16,NA,NA,NA,NA,NA,1.09,0.25,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,17,NA,NA,NA,NA,NA,0.76,0.18,NA,,
2016-Aug,2016-08-11,Westbeach,OP,2005,NA,NA,NA,NA,NA,NA,NA,1.73,NA,extra biomass for plant,
2016-Aug,2016-08-12,Triquet,OP,1968,1,NA,NA,NA,NA,NA,1.38,0.42,NA,,
2016-Aug,2016-08-12,Triquet,OP,1968,2,NA,NA,NA,NA,NA,2.89,0.63,NA,,
2016-Aug,2016-08-12,Triquet,OP,1968,3,NA,NA,NA,NA,NA,2.39,0.62,NA,,
2016-Aug,2016-08-12,Triquet,OP,1968,4,NA,NA,NA,NA,NA,2.65,0.11,NB,,
2016-Aug,2016-08-12,Triquet,OP,1968,5,NA,NA,NA,NA,NA,2.91,0.12,NB,,
2016-Aug,2016-08-12,Triquet,OP,1968,6,NA,NA,NA,NA,NA,0.28,0.07,NA,,
2016-Aug,2016-08-12,Triquet,OP,1968,7,NA,NA,NA,NA,NA,0.19,0.04,NA,,
2016-Aug,2016-08-12,Triquet,OP,1880,1,NA,NA,NA,NA,NA,4.5,0.77,NA,,
2016-Aug,2016-08-12,Triquet,OP,1880,2,NA,NA,NA,NA,NA,2.21,0.71,NA,,
2016-Aug,2016-08-12,Triquet,OP,1880,3,NA,NA,NA,NA,NA,4.72,0.45,NB,,
2016-Aug,2016-08-12,Triquet,OP,1884,1,NA,NA,NA,NA,NA,0.97,0.33,NA,,
2016-Aug,2016-08-12,Triquet,OP,1884,2,NA,NA,NA,NA,NA,3.5,1.42,NA,,
2016-Aug,2016-08-12,Triquet,OP,1884,3,NA,NA,NA,NA,NA,4.84,0.99,NA,,
2016-Aug,2016-08-12,Triquet,OP,1884,4,NA,NA,NA,NA,NA,1.63,0.47,NA,,
2016-Aug,2016-08-12,Triquet,OP,1884,5,NA,NA,NA,NA,NA,2.7,0.15,C/NB,,
2016-Aug,2016-08-12,Triquet,OP,1884,6,NA,NA,NA,NA,NA,2.52,0.5,NA,,
2016-Aug,2016-08-12,Triquet,OP,1884,7,NA,NA,NA,NA,NA,1.56,0.03,C/NB,,
2016-Aug,2016-08-12,Triquet,OP,1884,8,NA,NA,NA,NA,NA,5.01,0.29,NA,,
2016-Aug,2016-08-12,Triquet,OP,1884,9,NA,NA,NA,NA,NA,6.08,0.71,NB,,
2016-Aug,2016-08-12,Triquet,OP,1884,10,NA,NA,NA,NA,NA,3.23,0.83,NA,,
2016-Aug,2016-08-12,Triquet,OP,1884,11,NA,NA,NA,NA,NA,1.09,0.09,NA,,
2016-Aug,2016-08-12,Triquet,OP,1884,12,NA,NA,NA,NA,NA,0.46,0.11,NA,,
2016-Aug,2016-08-12,Triquet,OP,1702,1,NA,NA,NA,NA,NA,6.24,0.23,NB,,
2016-Aug,2016-08-12,Triquet,OP,1702,2,NA,NA,NA,NA,NA,2.87,0.74,NA,,
2016-Aug,2016-08-12,Triquet,OP,1702,3,NA,NA,NA,NA,NA,1.83,0.17,C,,
2016-Aug,2016-08-12,Triquet,OP,1702,4,NA,NA,NA,NA,NA,5.06,0.48,NB,,
2016-Aug,2016-08-12,Triquet,OP,1728,1,NA,NA,NA,NA,NA,7.54,0.36,NB,,
2016-Aug,2016-08-12,Triquet,OP,1728,2,NA,NA,NA,NA,NA,3.87,0.77,NA,,
2016-Aug,2016-08-12,Triquet,OP,1728,3,NA,NA,NA,NA,NA,6.85,0.37,NB,,
2016-Aug,2016-08-12,Triquet,OP,1728,4,NA,NA,NA,NA,NA,7.65,0.64,NB,,
2016-Aug,2016-08-12,Triquet,OP,1728,5,NA,NA,NA,NA,NA,6.65,0.22,NB,,
2016-Aug,2016-08-12,Triquet,OP,1728,6,NA,NA,NA,NA,NA,4,0.33,NB,,
2016-Aug,2016-08-12,Triquet,OP,1728,7,NA,NA,NA,NA,NA,5.18,1.18,NB,,
2016-Aug,2016-08-12,Triquet,OP,1728,8,NA,NA,NA,NA,NA,3.33,0.1,NB,,
2016-Aug,2016-08-12,Triquet,OP,1728,9,NA,NA,NA,NA,NA,5.1,0.29,NB,,
2016-Aug,2016-08-12,Triquet,OP,1728,10,NA,NA,NA,NA,NA,6.32,0.78,NB,,
2016-Aug,2016-08-12,Triquet,OP,1728,11,NA,NA,NA,NA,NA,1.53,0.19,NA,,
2016-Aug,2016-08-12,Triquet,OP,1728,12,NA,NA,NA,NA,NA,4.87,0.89,NA,,
2016-Aug,2016-08-12,Triquet,OP,1728,13,NA,NA,NA,NA,NA,0.85,0.27,NA,,
2016-Aug,2016-08-12,Triquet,OP,1728,14,NA,NA,NA,NA,NA,1.24,0.22,NA,,
2016-Aug,2016-08-15,Meay,OP,1767,1,NA,NA,NA,NA,NA,2.99,0.57,NA,,
2016-Aug,2016-08-15,Meay,OP,1767,2,NA,NA,NA,NA,NA,5.71,1.08,NA,,
2016-Aug,2016-08-15,Meay,OP,1767,3,NA,NA,NA,NA,NA,10.76,2.31,NA,,
2016-Aug,2016-08-15,Meay,OP,1767,4,NA,NA,NA,NA,NA,5.4,1.18,NA,,
2016-Aug,2016-08-15,Meay,OP,1767,5,NA,NA,NA,NA,NA,7.57,1.88,NA,,
2016-Aug,2016-08-15,Meay,OP,1767,6,NA,NA,NA,NA,NA,0.92,0.17,NA,,
2016-Aug,2016-08-15,Meay,OP,1767,NA,NA,NA,NA,NA,NA,NA,0.48,NA,extra biomass for plant,
2016-Aug,2016-08-15,Meay,OP,1860,1,NA,NA,NA,NA,NA,4.34,0.97,NA,,
2016-Aug,2016-08-15,Meay,OP,1860,2,NA,NA,NA,NA,NA,2.23,0.07,C/NB,,
2016-Aug,2016-08-15,Meay,OP,1860,3,NA,NA,NA,NA,NA,8.33,1.2,NA,,
2016-Aug,2016-08-15,Meay,OP,1860,4,NA,NA,NA,NA,NA,8.69,1.6,NA,,
2016-Aug,2016-08-15,Meay,OP,1860,5,NA,NA,NA,NA,NA,6.34,0.51,C,,
2016-Aug,2016-08-15,Meay,OP,1728,1,NA,NA,NA,NA,NA,1.24,0.04,C,,
2016-Aug,2016-08-15,Meay,OP,1728,2,NA,NA,NA,NA,NA,2.8,0.4,NA,,
2016-Aug,2016-08-15,Meay,OP,1728,3,NA,NA,NA,NA,NA,8.96,1.39,NA,,
2016-Aug,2016-08-15,Meay,OP,1728,4,NA,NA,NA,NA,NA,5.88,0.61,NA,,
2016-Aug,2016-08-15,Meay,OP,326,1,NA,NA,NA,NA,NA,1.97,0.32,NA,,
2016-Aug,2016-08-15,Meay,OP,326,2,NA,NA,NA,NA,NA,2.5,0.4,NA,,
2016-Aug,2016-08-15,Meay,OP,326,3,NA,NA,NA,NA,NA,2.05,0.3,NA,,
2016-Aug,2016-08-15,Meay,OP,326,4,NA,NA,NA,NA,NA,1.66,0.27,NA,,
2016-Aug,2016-08-15,Meay,OP,326,5,NA,NA,NA,NA,NA,4.33,0.58,NA,,
2016-Aug,2016-08-15,Meay,OP,326,6,NA,NA,NA,NA,NA,4.46,0.46,NA,,
2016-Aug,2016-08-15,Meay,OP,326,7,NA,NA,NA,NA,NA,7.9,0.58,C/NB,,
2016-Aug,2016-08-15,Meay,OP,326,8,NA,NA,NA,NA,NA,7.09,1.46,NA,,
2016-Aug,2016-08-15,Meay,OP,326,9,NA,NA,NA,NA,NA,5.09,0.95,NA,,
2016-Aug,2016-08-15,Meay,OP,326,10,NA,NA,NA,NA,NA,4.85,1.01,NA,,
2016-Aug,2016-08-15,Meay,OP,326,11,NA,NA,NA,NA,NA,3.39,0.51,NA,,
2016-Aug,2016-08-15,Meay,OP,326,12,NA,NA,NA,NA,NA,7.3,1.25,NA,,
2016-Aug,2016-08-15,Meay,OP,326,13,NA,NA,NA,NA,NA,13.37,1.99,NA,,
2016-Aug,2016-08-15,Meay,OP,326,14,NA,NA,NA,NA,NA,13.78,2.31,NA,,
2016-Aug,2016-08-15,Meay,OP,326,15,NA,NA,NA,NA,NA,5.49,0.27,C/NB,,
2016-Aug,2016-08-15,Meay,OP,326,16,NA,NA,NA,NA,NA,7.14,1.36,C,,
2016-Aug,2016-08-15,Meay,OP,326,17,NA,NA,NA,NA,NA,6.45,0.93,NA,,
2016-Aug,2016-08-15,Meay,OP,326,18,NA,NA,NA,NA,NA,2.82,0.07,C/NB,,
2016-Aug,2016-08-15,Meay,OP,326,19,NA,NA,NA,NA,NA,3.5,0.07,C/NB,,
2016-Aug,2016-08-15,Meay,OP,326,20,NA,NA,NA,NA,NA,6.26,0.74,NA,,
2016-Aug,2016-08-15,Meay,OP,326,21,NA,NA,NA,NA,NA,4.21,0.3,C/NB,,
2016-Aug,2016-08-15,Meay,OP,326,22,NA,NA,NA,NA,NA,7.81,0.52,NA,,
2016-Aug,2016-08-15,Meay,OP,326,23,NA,NA,NA,NA,NA,18.83,2.33,NA,,
2016-Aug,2016-08-15,Meay,OP,326,24,NA,NA,NA,NA,NA,9.03,1.99,NA,,
2016-Aug,2016-08-15,Meay,OP,326,25,NA,NA,NA,NA,NA,9.09,2.01,NA,,
2016-Aug,2016-08-15,Meay,OP,326,26,NA,NA,NA,NA,NA,9.42,2.19,NA,,
2016-Aug,2016-08-15,Meay,OP,326,27,NA,NA,NA,NA,NA,1.71,0.23,NA,,
2016-Aug,2016-08-29,Stryker,DV,1847,1,NA,NA,NA,NA,NA,6.83,1.56,NA,,
2016-Aug,2016-08-29,Stryker,DV,1847,2,NA,NA,NA,NA,NA,1.08,0.14,NA,,
2016-Aug,2016-08-29,Stryker,DV,1847,3,NA,NA,NA,NA,NA,0.98,0.13,NA,,
2016-Aug,2016-08-29,Stryker,DV,1847,4,NA,NA,NA,NA,NA,8.19,0.51,NA,,
2016-Aug,2016-08-29,Stryker,DV,1847,5,NA,NA,NA,NA,NA,4.87,0.27,NA,,
2016-Aug,2016-08-29,Stryker,DV,1847,6,NA,NA,NA,NA,NA,10.02,2.34,NA,,
2016-Aug,2016-08-29,Stryker,DV,1847,7,NA,NA,NA,NA,NA,10.28,0.99,NA,,
2016-Aug,2016-08-29,Stryker,DV,2029,1,NA,NA,NA,NA,NA,5.02,0.3,NA,,
2016-Aug,2016-08-29,Stryker,DV,2029,2,NA,NA,NA,NA,NA,7.22,1.68,NA,,
2016-Aug,2016-08-29,Stryker,DV,2029,3,NA,NA,NA,NA,NA,4.18,1.24,NA,,
2016-Aug,2016-08-29,Stryker,DV,2029,4,NA,NA,NA,NA,NA,4.59,0.26,NA,,
2016-Aug,2016-08-29,Stryker,DV,1839,1,NA,NA,NA,NA,NA,6.51,1.16,NA,,
2016-Aug,2016-08-29,Stryker,DV,1839,2,NA,NA,NA,NA,NA,9.56,2.04,NA,,
2016-Aug,2016-08-29,Stryker,DV,1839,3,NA,NA,NA,NA,NA,6.48,1.64,NA,,
2016-Aug,2016-08-29,Stryker,DV,1839,4,NA,NA,NA,NA,NA,8.79,1,NA,,
2016-Aug,2016-08-29,Stryker,DV,1839,5,NA,NA,NA,NA,NA,1.07,0.08,NA,,
2016-Aug,2016-08-29,Stryker,DV,1839,6,NA,NA,NA,NA,NA,6.32,1.27,NA,,
2016-Aug,2016-08-29,Stryker,DV,1839,7,NA,NA,NA,NA,NA,6.05,0.2,NA,,
2016-Aug,2016-08-29,Stryker,DV,1839,8,NA,NA,NA,NA,NA,8.63,1.64,NA,,
2016-Aug,2016-08-29,Stryker,DV,1839,9,NA,NA,NA,NA,NA,0.52,0.13,NA,,
2016-Aug,2016-08-29,Stryker,DV,1839,10,NA,NA,NA,NA,NA,0.72,0.09,NA,,
2016-Aug,2016-08-29,Stryker,DV,2124,1,NA,NA,NA,NA,NA,3.07,0.75,NA,,
2016-Aug,2016-08-29,Stryker,DV,2124,2,NA,NA,NA,NA,NA,2.44,0.33,NA,,
2016-Aug,2016-08-29,Stryker,DV,2124,3,NA,NA,NA,NA,NA,3.5,0.09,NA,,
2016-Aug,2016-08-29,Stryker,DV,2124,4,NA,NA,NA,NA,NA,1.65,0.52,NA,,
2016-Aug,2016-08-29,Stryker,DV,2124,5,NA,NA,NA,NA,NA,0.71,0.16,NA,,
2016-Aug,2016-08-29,Stryker,DV,2061,1,NA,NA,NA,NA,NA,3.66,0.18,NA,,
2016-Aug,2016-08-29,Stryker,DV,2061,2,NA,NA,NA,NA,NA,3.4,0.17,NA,,
2016-Aug,2016-08-29,Stryker,DV,2061,3,NA,NA,NA,NA,NA,3.69,0.2,NA,,
2016-Aug,2016-08-29,Stryker,DV,2061,4,NA,NA,NA,NA,NA,6.33,2.08,NA,,
2016-Aug,2016-08-29,Stryker,DV,2061,5,NA,NA,NA,NA,NA,2.37,0.77,NA,,
2016-Aug,2016-08-29,Stryker,DV,2061,6,NA,NA,NA,NA,NA,3.29,1.33,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1948,1,NA,NA,NA,NA,NA,3.84,0.39,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1948,2,NA,NA,NA,NA,NA,4.91,0.62,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1948,3,NA,NA,NA,NA,NA,5.84,0.33,NB,,
2016-Sep,2016-09-08,Simmonds,DV,1948,4,NA,NA,NA,NA,NA,3.26,0.3,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1948,5,NA,NA,NA,NA,NA,6.7,0.42,NB,,
2016-Sep,2016-09-08,Simmonds,DV,1948,6,NA,NA,NA,NA,NA,2.06,0.32,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1948,7,NA,NA,NA,NA,NA,9.68,0.91,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1948,8,NA,NA,NA,NA,NA,2.86,0.36,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1948,9,NA,NA,NA,NA,NA,3.93,0.3,NB,,
2016-Sep,2016-09-08,Simmonds,DV,1948,10,NA,NA,NA,NA,NA,3.26,0.34,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1948,11,NA,NA,NA,NA,NA,0.61,0.07,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1948,12,NA,NA,NA,NA,NA,0.5,0.04,NA,,
2016-Sep,2016-09-08,Simmonds,DV,2067,1,NA,NA,NA,NA,NA,6.45,0.32,NB,,
2016-Sep,2016-09-08,Simmonds,DV,2067,2,NA,NA,NA,NA,NA,6.71,1.85,NA,,
2016-Sep,2016-09-08,Simmonds,DV,2067,3,NA,NA,NA,NA,NA,1.15,0.16,NA,,
2016-Sep,2016-09-08,Simmonds,DV,2067,4,NA,NA,NA,NA,NA,4.75,1.05,NA,,
2016-Sep,2016-09-08,Simmonds,DV,2481,1,NA,NA,NA,NA,NA,6.41,1.03,NA,,
2016-Sep,2016-09-08,Simmonds,DV,2481,2,NA,NA,NA,NA,NA,5.86,0.24,NB,,
2016-Sep,2016-09-08,Simmonds,DV,2481,3,NA,NA,NA,NA,NA,7.47,1.31,NA,,
2016-Sep,2016-09-08,Simmonds,DV,2481,4,NA,NA,NA,NA,NA,4.14,0.53,NA,,
2016-Sep,2016-09-08,Simmonds,DV,2481,5,NA,NA,NA,NA,NA,1.92,0.13,NA,,
2016-Sep,2016-09-08,Simmonds,DV,2481,6,NA,NA,NA,NA,NA,7.4,0.99,NA,,
2016-Sep,2016-09-08,Simmonds,DV,2481,7,NA,NA,NA,NA,NA,4.9,0.52,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1704,1,NA,NA,NA,NA,NA,4.43,1.06,NA,bag 015,
2016-Sep,2016-09-08,Simmonds,DV,1704,2,NA,NA,NA,NA,NA,8.74,1.22,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1704,3,NA,NA,NA,NA,NA,9.66,NA,NA,"frond weight missing, bag 004",
2016-Sep,2016-09-08,Simmonds,DV,1704,4,NA,NA,NA,NA,NA,10.91,1.13,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1704,5,NA,NA,NA,NA,NA,6.71,1.62,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1704,6,NA,NA,NA,NA,NA,4.28,0.48,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1997,1,NA,NA,NA,NA,NA,5.28,1.38,NA,bag 016,
2016-Sep,2016-09-08,Simmonds,DV,1997,2,NA,NA,NA,NA,NA,7.68,1.88,NA,bag 005,
2016-Sep,2016-09-08,Simmonds,DV,1997,3,NA,NA,NA,NA,NA,7.42,1.98,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1997,4,NA,NA,NA,NA,NA,5.66,1.03,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1997,5,NA,NA,NA,NA,NA,9.76,0.82,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1997,6,NA,NA,NA,NA,NA,5.32,0.76,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1997,7,NA,NA,NA,NA,NA,2.82,0.11,NB,,
2016-Sep,2016-09-08,Simmonds,DV,1997,8,NA,NA,NA,NA,NA,8.24,0.98,NA,,
2016-Sep,2016-09-08,Simmonds,DV,1997,9,NA,NA,NA,NA,NA,3.28,0.7,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,144,1,NA,NA,NA,NA,NA,5.78,0.69,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,144,2,NA,NA,NA,NA,NA,6.16,0.66,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,144,3,NA,NA,NA,NA,NA,1.4,0.49,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,144,4,NA,NA,NA,NA,NA,0.23,0.05,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,144,5,NA,NA,NA,NA,NA,7.56,0.48,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,144,6,NA,NA,NA,NA,NA,0.31,0.13,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,144,7,NA,NA,NA,NA,NA,6.83,1.22,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,144,8,NA,NA,NA,NA,NA,0.32,0.3,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,135,1,NA,NA,NA,NA,NA,4.34,0.31,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,135,2,NA,NA,NA,NA,NA,0.21,0.06,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,135,3,NA,NA,NA,NA,NA,9.84,0.72,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,135,4,NA,NA,NA,NA,NA,1.65,0.68,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,135,5,NA,NA,NA,NA,NA,4.77,1.48,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,135,6,NA,NA,NA,NA,NA,7.93,1.12,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,145,1,NA,NA,NA,NA,NA,6.6,1.86,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,145,2,NA,NA,NA,NA,NA,4.86,1.42,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,145,3,NA,NA,NA,NA,NA,10.2,1.23,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,145,4,NA,NA,NA,NA,NA,8.63,1.26,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,145,5,NA,NA,NA,NA,NA,11.9,1.12,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,145,6,NA,NA,NA,NA,NA,0.33,0.19,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,147,1,NA,NA,NA,NA,NA,0.43,0.08,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,147,2,NA,NA,NA,NA,NA,3.25,0.29,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,147,3,NA,NA,NA,NA,NA,3.51,0.36,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,147,4,NA,NA,NA,NA,NA,7.16,0.37,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,147,5,NA,NA,NA,NA,NA,8.6,NA,NA,frond weight not recorded,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,147,6,NA,NA,NA,NA,NA,4.33,0.51,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,147,7,NA,NA,NA,NA,NA,0.89,0.19,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,147,8,NA,NA,NA,NA,NA,8,0.98,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,147,9,NA,NA,NA,NA,NA,4.16,0.8,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,131,1,NA,NA,NA,NA,NA,0.86,0.09,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,131,2,NA,NA,NA,NA,NA,9.35,1.48,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,131,3,NA,NA,NA,NA,NA,2.13,0.44,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,131,4,NA,NA,NA,NA,NA,6.86,2.03,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,131,5,NA,NA,NA,NA,NA,6.85,0.83,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,131,6,NA,NA,NA,NA,NA,1.1,0.15,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,131,7,NA,NA,NA,NA,NA,12.65,1.67,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,131,8,NA,NA,NA,NA,NA,0.34,0.06,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,131,9,NA,NA,NA,NA,NA,8.79,1.65,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,131,10,NA,NA,NA,NA,NA,16,2.33,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,131,NA,NA,NA,NA,NA,NA,NA,0.48,NA,extra biomass for plant,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,141,1,NA,NA,NA,NA,NA,9.36,0.62,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,141,2,NA,NA,NA,NA,NA,2.6,0.33,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,141,3,NA,NA,NA,NA,NA,7.89,0.72,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,141,4,NA,NA,NA,NA,NA,1.52,0.04,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,141,5,NA,NA,NA,NA,NA,1.43,0.1,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,141,6,NA,NA,NA,NA,NA,3.47,0.17,NA,,
2017-Jul,2017-07-15,Womanley,BM/OP/NAP,141,7,NA,NA,NA,NA,NA,0.19,0.03,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,149,1,NA,NA,NA,NA,NA,7.24,1.97,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,149,2,NA,NA,NA,NA,NA,6.03,0.79,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,149,3,NA,NA,NA,NA,NA,11.54,2.28,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,149,4,NA,NA,NA,NA,NA,6.42,2.85,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,149,5,NA,NA,NA,NA,NA,1.12,0.42,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,149,6,NA,NA,NA,NA,NA,4.39,0.43,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,149,7,NA,NA,NA,NA,NA,1.83,0.25,NA,,
