period,date,site,diver,tag,frond,SUB_SFC,length_m,stipe_weight,blade_weight,section_weight,frond_length,frond_weight,C_NB,Notes,
2022-Jul,2022-07-21,Goose_HIRMD,NA,4,2,SUB,4,0.25,0,0.25,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,Goose_HIRMD,NA,4,2,SFC,5.72,0.78,0.84,1.62,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,Goose_HIRMD,NA,4,3,SUB,4,0.32,0.01,0.33,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,Goose_HIRMD,NA,4,3,SFC,3.71,0.53,0.93,1.46,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,Goose_HIRMD,NA,4,4,SUB,4,0.19,0,0.19,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,Goose_HIRMD,NA,4,4,SFC,3.79,0.45,0.5,0.95,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,Goose_HIRMD,NA,4,5,SUB,4,0.37,0.27,0.64,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,Goose_HIRMD,NA,4,5,SFC,1.35,0.2,0.36,0.56,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,Goose_HIRMD,NA,4,6,SUB,4,0.33,0.21,0.54,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,Goose_HIRMD,NA,4,6,SFC,0.31,0.09,0.1,0.19,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,Goose_HIRMD,NA,4,7,SUB,1.33,0.14,0.13,0.27,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,1,SUB,1.41,0.08,0.08,0.16,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,2,SUB,6,0.31,0,0.31,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,2,SFC,7.8,1.09,0.65,1.74,NA,NA,C,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,3,SUB,6,0.53,0.02,0.55,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,3,SFC,7.27,1.23,3,4.23,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,4,SUB,6,0.19,0,0.19,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,4,SFC,1.63,0.07,0.13,0.2,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,5,SUB,3.13,0.23,0.05,0.28,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,6,SUB,6,0.15,0,0.15,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,6,SFC,2.45,0.12,0.11,0.23,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,7,SUB,1.84,0.06,0,0.06,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,8,SUB,6,0.45,0.03,0.48,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,8,SFC,5.06,0.67,1.41,2.08,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,9,SUB,6,0.36,0,0.36,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,9,SFC,5.95,0.7,1.12,1.82,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,10,SUB,1.53,0.08,0.16,0.24,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,11,SUB,5.68,0.3,0,0.3,NA,NA,C,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,12,SUB,6,0.34,0,0.34,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,12,SFC,3.82,0.16,0,0.16,NA,NA,C,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,13,SUB,4.1,0.2,0.5,0.7,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,1,NA,NA,NA,NA,NA,NA,NA,0.17,NA,extra biomass for plant,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,1,SUB,5.58,0.44,0.69,1.13,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,2,SUB,6,0.25,0,0.25,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,3,SUB,6,0.22,0,0.22,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,3,SFC,7.32,0.89,0.42,1.31,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,2,SUB,5.66,0.28,0.83,1.11,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,4,SUB,2.52,0.12,0,0.12,NA,NA,C,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,5,SUB,3.52,0.17,0,0.17,NA,NA,C,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,6,SUB,4.12,0.4,0.01,0.41,NA,NA,C,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,7,SUB,3.48,0.15,0,0.15,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,8,SUB,5.44,0.27,0,0.27,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,9,SUB,4.74,0.46,0.56,1.02,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,10,SUB,6,0.24,0,0.24,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,10,SFC,1.72,0.18,0.01,0.19,NA,NA,C,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,11,SUB,6,0.22,0,0.22,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,11,SFC,2.85,0.18,0,0.18,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,12,SUB,2.84,0.23,0.23,0.46,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,13,SUB,1.87,0.12,0.19,0.31,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,13,SFC,1.72,0.4,0,0.4,NA,NA,C,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,14,SUB,6,0.27,0.01,0.28,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,2,14,SFC,2.41,0.29,0.42,0.71,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,1,SUB,6,0.48,0,0.48,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,1,SFC,0.66,0.06,0,0.06,NA,NA,C,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,2,SUB,1.6,0.08,0,0.08,NA,NA,C,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,3,SUB,1.73,0.08,0.12,0.2,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,4,SUB,6,0.63,0.28,0.91,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,4,SFC,2.05,0.22,0.72,0.94,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,5,SUB,1.52,0.1,0,0.1,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,6,SUB,6,0.59,0.36,0.95,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,6,SFC,1.73,0.18,0.52,0.7,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,7,SUB,6,0.65,0.1,0.75,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,7,SFC,6.15,0.86,1.77,2.63,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,8,SUB,2.33,0.14,0.17,0.31,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,9,SUB,6,0.51,0,0.51,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,9,SFC,11.45,2.2,0.3,2.5,NA,NA,C,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,10,SUB,6,0.6,0.26,0.86,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,10,SFC,1.92,0.22,0.67,0.89,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,3,NA,NA,NA,NA,NA,NA,NA,0.42,NA,extra biomass for plant,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,1,SUB,6,0.51,0.05,0.56,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,1,SFC,2.52,0.29,0.51,0.8,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,2,SUB,6,0.38,0,0.38,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,2,SFC,11.34,1.65,1.26,2.91,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,3,SUB,0.55,0.01,0.01,0.02,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,4,SUB,2.78,0.22,0.2,0.42,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,5,SUB,1.05,0.6,0.5,1.1,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,6,SUB,6,0.47,0,0.47,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,6,SFC,10.9,1.65,1.18,2.83,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,7,SUB,1.34,0.1,0.19,0.29,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,8,SUB,1.57,0.94,0.77,1.71,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,9,SUB,6,0.48,0,0.48,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,9,SFC,6.79,0.77,0.6,1.37,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,10,SUB,3.17,0.26,0.12,0.38,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,11,SUB,1.5,0.09,0.12,0.21,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,12,SUB,0.92,0.05,0,0.05,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,13,SUB,6,0.43,0,0.43,NA,NA,C,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,14,SUB,1.58,0.13,0.08,0.21,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,15,SUB,6,0.69,0.15,0.84,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,4,15,SFC,3.04,0.4,0.76,1.16,NA,NA,NA,clean blades,
2022-Jul,2022-07-21,McMullins_north_HIRMD,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,NA,extra biomass for the entire site,
2023-Jul,2023-07-17,Golden,NA,1,1,SUB,4,0.23,0,0.23,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,1,1,SFC,7.5,0.51,0.04,0.55,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,1,2,SUB,3.9,0.19,0,0.19,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,1,3,SUB,4,0.2,0,0.2,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,1,3,SFC,6.3,0.52,0.02,0.54,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,1,4,SUB,2.21,0.09,0.06,0.15,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,1,5,SUB,4,0.34,0.19,0.53,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,1,5,SFC,2.7,0.3,0.8,1.1,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,1,6,SUB,4,0.62,0.32,0.94,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,1,6,SFC,5.77,0.21,0,0.21,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,1,7,SUB,4,0.26,0.23,0.49,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,1,7,SFC,0.75,0.18,0.08,0.26,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,NA,NA,NA,NA,NA,NA,NA,3.83,NA,extra biomass for plant,
2023-Jul,2023-07-17,Golden,NA,2,1,SUB,3.55,0.21,0.45,0.66,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,2,2,SUB,4,0.26,0.22,0.48,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,2,2,SFC,2.13,0.2,0.5,0.7,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,2,3,SUB,4,0.37,0.36,0.73,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,2,3,SFC,3.83,0.36,0.86,1.22,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,2,4,SUB,4,0.14,0.14,0.28,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,2,4,SFC,0.75,0.04,0.11,0.15,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,2,5,SUB,2.83,0.16,0.36,0.52,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,1,SUB,4,0.29,0.27,0.56,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,1,SFC,1.52,0.15,0.29,0.44,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,2,SUB,4,0.31,0.28,0.59,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,2,SFC,2.44,0.17,0.48,0.65,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,3,SUB,4,0.17,0,0.17,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,3,SFC,5.74,0.31,0.61,0.92,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,4,SUB,4,0.24,0.02,0.26,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,4,SFC,5.8,0.48,0.52,1,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,5,SUB,4,0.3,0.04,0.34,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,5,SFC,8.22,0.95,1.84,2.79,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,6,SUB,4,0.15,0,0.15,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,6,SFC,5.71,0.48,1.09,1.57,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,3,7,SUB,4,0.21,0.02,0.23,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,7,SFC,6.08,0.57,0.46,1.03,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,8,SUB,4,0.2,0,0.2,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,8,SFC,2.24,0.17,0.02,0.19,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,3,9,SUB,4.3,0.29,0.04,0.33,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,3,10,SUB,4.34,0.25,0.49,0.74,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,11,SUB,2.64,0.09,0.19,0.28,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,12,SUB,2.76,0.12,0.68,0.8,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,3,13,SUB,1.5,0.14,0,0.14,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,1,SUB,4,0.15,0,0.15,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,1,SFC,1.24,0.02,0,0.02,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,2,SUB,4,0.33,0.7,1.03,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,2,SFC,0.36,0.01,0.04,0.05,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,3,SUB,4,0.21,0.08,0.29,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,3,SFC,3.77,0.34,0.39,0.73,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,4,SUB,4,0.3,0,0.3,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,4,SFC,5.34,0.49,0.14,0.63,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,5,SUB,4,0.31,0.01,0.32,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,5,SFC,5.81,0.67,1,1.67,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,6,SUB,4,0.25,0,0.25,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,6,SFC,9.47,0.97,0,0.97,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,7,SUB,2.58,0.19,0.02,0.21,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,4,8,SUB,4,0.2,0,0.2,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,4,8,SFC,3.61,0.28,0,0.28,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,5,1,SUB,4.3,0.48,0.08,0.56,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,2,SUB,4,0.41,0.02,0.43,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,2,SFC,5.31,0.61,1.34,1.95,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,3,SUB,4,0.38,0.25,0.63,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,3,SFC,1.98,0.2,0.83,1.03,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,4,SUB,4,0.28,0,0.28,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,4,SFC,12,1.73,2.3,4.03,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,5,SUB,4,0.4,0,0.4,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,5,SFC,8.78,1.12,1.8,2.92,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,6,SUB,4,0.33,0.23,0.56,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,6,SFC,1.78,0.13,0.45,0.58,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,6,SFC,1.78,0.13,0.45,0.58,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,7,SUB,4,0.62,0.28,0.9,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,7,SFC,1.38,0.25,0.16,0.41,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,5,8,SUB,4,0.46,0.31,0.77,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,8,SFC,2.26,0.27,1.29,1.56,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,9,SUB,4,0.41,0.41,0.82,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,9,SFC,3.14,0.37,1.19,1.56,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,10,SUB,4,0.69,0.02,0.71,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,10,SFC,4.62,0.69,1.05,1.74,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,5,11,SUB,4,0.4,0.22,0.62,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,11,SFC,3.36,0.44,1.7,2.14,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,12,SUB,3.76,0.33,0.73,1.06,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,13,SUB,4,0.48,0.04,0.52,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,13,SFC,5.77,0.74,1.69,2.43,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,5,14,SUB,4,0.42,0,0.42,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,14,SFC,4.06,0.48,2.23,2.71,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,15,SUB,4,0.43,0.23,0.66,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,15,SFC,3.31,0.38,0.175,0.555,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,16,SUB,4,0.23,0,0.23,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,16,SFC,11.49,1.59,0.7,2.29,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,17,SUB,4,0.15,0,0.15,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,17,SFC,10.05,0.99,0.2,1.19,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,5,18,SUB,4,0.17,0,0.17,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,18,SFC,11.52,1.22,0.22,1.44,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,5,19,SUB,4,0.45,0.29,0.74,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,19,SFC,2.43,0.5,1.31,1.81,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,20,SUB,4,0.47,0.04,0.51,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,20,SFC,9.78,2.22,1.38,3.6,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,21,SUB,4,0.34,0,0.34,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,21,SFC,12.2,1.61,0.88,2.49,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,22,SUB,3.59,0.55,0.6,1.15,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,23,SUB,4.42,0.37,0.44,0.81,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,24,SUB,4,0.52,0.44,0.96,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,24,SFC,3.28,0.42,1.54,1.96,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,25,SUB,2.54,0.49,0.47,0.96,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,5,26,SUB,4,0.2,0.06,0.26,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,26,SFC,0.7,0.04,0.31,0.35,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,5,27,SUB,4,0.46,0.45,0.91,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,27,SFC,1.2,0.19,0.64,0.83,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,28,SUB,2.17,0.16,0.17,0.33,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,29,SUB,2,0.17,0.34,0.51,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,5,30,SUB,2.04,0.13,0.27,0.4,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,1,SUB,3.7,0.14,0.49,0.63,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,2,SUB,4,0.36,0.19,0.55,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,2,SFC,3.36,0.34,0.96,1.3,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,3,SUB,2.3,0.18,0.14,0.32,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,6,4,SUB,4,0.37,0.48,0.85,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,5,SUB,2.1,0.13,0.22,0.35,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,5,SFC,2.3,0.25,0.98,1.23,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,6,SUB,4,0.35,0.07,0.42,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,6,SFC,2.86,0.19,0.49,0.68,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,7,SUB,4,0.27,0.62,0.89,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,7,SFC,0.77,0.03,0.37,0.4,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,8,SUB,2.36,0.14,0.17,0.31,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,9,SUB,4,0.37,0.53,0.9,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,9,SFC,2.83,0.33,1.33,1.66,NA,NA,NA,,
2023-Jul,2023-07-17,Golden,NA,6,10,SUB,2.78,0.19,0.14,0.33,NA,NA,C,,
2023-Jul,2023-07-17,Golden,NA,6,NA,NA,NA,NA,NA,NA,NA,1.37,NA,extra biomass for plant,
2023-Jul,2023-07-17,Golden,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,NA,extra biomass for the entire site,
2023-Jul,2023-07-17,Golden,NA,5,NA,NA,NA,NA,NA,NA,NA,7.92,NA,extra biomass for plant,
2023-Jul,2023-07-23,McMullins_north_HIRMD,NA,1,1,SUB,4.7,0.4,0,0.4,NA,NA,NA,,
2023-Jul,2023-07-23,McMullins_north_HIRMD,NA,1,2,SUB,5,0.36,0.06,0.42,NA,NA,NA,,
2023-Jul,2023-07-23,McMullins_north_HIRMD,NA,1,2,SFC,7.5,0.95,0.28,1.23,NA,NA,T,terminal end,
2023-Jul,2023-07-23,McMullins_north_HIRMD,NA,1,3,SUB,5,0.47,1.09,1.56,NA,NA,NA,,
2023-Jul,2023-07-23,McMullins_north_HIRMD,NA,1,3,SFC,2.31,0.29,0.85,1.14,NA,NA,NA,,
2023-Jul,2023-07-23,McMullins_north_HIRMD,NA,1,4,SUB,3.65,0.29,0,0.29,NA,NA,NA,,
2023-Jul,2023-07-23,McMullins_north_HIRMD,NA,1,5,SUB,5,0.28,0.68,0.96,NA,NA,NA,,
2023-Jul,2023-07-23,McMullins_north_HIRMD,NA,1,5,SFC,4.1,0.48,0.24,0.72,NA,NA,NA,,
2023-Jul,2023-07-23,McMullins_north_HIRMD,NA,1,6,SUB,5,0.58,2,2.58,NA,NA,NA,,
2023-Jul,2023-07-23,McMullins_north_HIRMD,NA,1,6,SFC,4.31,0.66,0.47,1.13,NA,NA,NA,,
2023-Jul,2023-07-23,McMullins_north_HIRMD,NA,1,7,SUB,2.6,0.19,0,0.19,NA,NA,NA,,
2023-Jul,2023-07-23,McMullins_north_HIRMD,NA,1,8,SUB,5,0.51,0.89,1.4,NA,NA,NA,,
2023-Jul,2023-07-23,McMullins_north_HIRMD,NA,1,8,SFC,5.7,0.89,0,0.89,NA,NA,NA,,
